graph_id,src_id,dst_id,label,train_mask,val_mask,test_mask,feat
0,15,21,0,True,False,False,
0,15,21,0,True,False,False,
0,30,16,0,True,False,False,
0,30,16,0,True,False,False,
0,7,16,0,True,False,False,
0,7,16,0,True,False,False,
0,35,9,0,True,False,False,
0,35,9,0,True,False,False,
0,35,10,0,True,False,False,
0,35,10,0,True,False,False,
0,35,34,0,True,False,False,
0,35,34,0,True,False,False,
0,35,0,0,True,False,False,
0,35,0,0,True,False,False,
0,29,19,0,True,False,False,
0,29,19,0,True,False,False,
0,6,13,0,True,False,False,
0,6,13,0,True,False,False,
0,7,18,0,True,False,False,
0,7,18,0,True,False,False,
0,7,3,0,True,False,False,
0,7,3,0,True,False,False,
0,1,25,0,True,False,False,
0,1,25,0,True,False,False,
0,1,31,0,True,False,False,
0,1,31,0,True,False,False,
0,1,22,0,True,False,False,
0,1,22,0,True,False,False,
0,12,8,0,True,False,False,
0,12,8,0,True,False,False,
0,23,8,0,True,False,False,
0,23,8,0,True,False,False,
0,29,34,0,True,False,False,
0,29,34,0,True,False,False,
0,30,9,0,True,False,False,
0,30,9,0,True,False,False,
0,30,2,0,True,False,False,
0,30,2,0,True,False,False,
0,30,11,0,True,False,False,
0,30,11,0,True,False,False,
0,23,18,0,True,False,False,
0,23,18,0,True,False,False,
0,23,26,0,True,False,False,
0,23,26,0,True,False,False,
0,23,17,0,True,False,False,
0,23,17,0,True,False,False,
0,4,20,0,True,False,False,
0,4,20,0,True,False,False,
0,4,10,0,True,False,False,
0,4,10,0,True,False,False,
0,4,21,0,True,False,False,
0,4,21,0,True,False,False,
0,24,3,0,True,False,False,
0,24,3,0,True,False,False,
0,24,20,0,True,False,False,
0,24,20,0,True,False,False,
0,24,17,0,True,False,False,
0,24,17,0,True,False,False,
0,24,11,0,True,False,False,
0,24,11,0,True,False,False,
0,14,28,0,True,False,False,
0,14,28,0,True,False,False,
0,14,32,0,False,True,False,
0,14,32,0,False,True,False,
0,33,32,0,False,True,False,
0,33,32,0,False,True,False,
0,12,13,0,False,True,False,
0,12,13,0,False,True,False,
0,36,31,0,False,False,True,
0,36,31,0,False,False,True,
0,36,5,0,False,False,True,
0,36,5,0,False,False,True,
0,36,0,0,False,False,True,
0,36,0,0,False,False,True,
0,33,27,0,False,False,True,
0,33,27,0,False,False,True,
0,33,25,0,False,False,True,
0,33,25,0,False,False,True,
1,30,35,0,True,False,False,
1,30,35,0,True,False,False,
1,4,35,0,True,False,False,
1,4,35,0,True,False,False,
1,33,23,0,True,False,False,
1,33,23,0,True,False,False,
1,19,23,0,True,False,False,
1,19,23,0,True,False,False,
1,2,18,0,True,False,False,
1,2,18,0,True,False,False,
1,2,28,0,True,False,False,
1,2,28,0,True,False,False,
1,2,32,0,True,False,False,
1,2,32,0,True,False,False,
1,2,21,0,True,False,False,
1,2,21,0,True,False,False,
1,19,8,0,True,False,False,
1,19,8,0,True,False,False,
1,4,32,0,True,False,False,
1,4,32,0,True,False,False,
1,0,34,0,True,False,False,
1,0,34,0,True,False,False,
1,24,17,0,True,False,False,
1,24,17,0,True,False,False,
1,5,29,0,True,False,False,
1,5,29,0,True,False,False,
1,1,29,0,True,False,False,
1,1,29,0,True,False,False,
1,3,31,0,True,False,False,
1,3,31,0,True,False,False,
1,25,15,0,True,False,False,
1,25,15,0,True,False,False,
1,25,18,0,True,False,False,
1,25,18,0,True,False,False,
1,25,6,0,True,False,False,
1,25,6,0,True,False,False,
1,24,28,0,True,False,False,
1,24,28,0,True,False,False,
1,10,36,0,True,False,False,
1,10,36,0,True,False,False,
1,16,14,0,True,False,False,
1,16,14,0,True,False,False,
1,16,13,0,True,False,False,
1,16,13,0,True,False,False,
1,16,21,0,True,False,False,
1,16,21,0,True,False,False,
1,30,36,0,True,False,False,
1,30,36,0,True,False,False,
1,0,26,0,True,False,False,
1,0,26,0,True,False,False,
1,5,26,0,True,False,False,
1,5,26,0,True,False,False,
1,33,27,0,True,False,False,
1,33,27,0,True,False,False,
1,24,27,0,True,False,False,
1,24,27,0,True,False,False,
1,19,7,0,True,False,False,
1,19,7,0,True,False,False,
1,0,7,0,True,False,False,
1,0,7,0,True,False,False,
1,33,22,0,True,False,False,
1,33,22,0,True,False,False,
1,3,22,0,False,True,False,
1,3,22,0,False,True,False,
1,1,11,0,False,True,False,
1,1,11,0,False,True,False,
1,24,6,0,False,True,False,
1,24,6,0,False,True,False,
1,4,15,0,False,False,True,
1,4,15,0,False,False,True,
1,4,20,0,False,False,True,
1,4,20,0,False,False,True,
1,12,13,0,False,False,True,
1,12,13,0,False,False,True,
1,5,9,0,False,False,True,
1,5,9,0,False,False,True,
1,33,14,0,False,False,True,
1,33,14,0,False,False,True,
2,36,0,0,True,False,False,
2,36,0,0,True,False,False,
2,34,0,0,True,False,False,
2,34,0,0,True,False,False,
2,34,25,0,True,False,False,
2,34,25,0,True,False,False,
2,5,11,0,True,False,False,
2,5,11,0,True,False,False,
2,5,1,0,True,False,False,
2,5,1,0,True,False,False,
2,5,13,0,True,False,False,
2,5,13,0,True,False,False,
