graph_id,node_id,label,train_mask,val_mask,test_mask,feat,X,Y,Z
0,0,9,True,False,False,"0.0,1.0,0.0,7.2,3.6,3.0,25.92,77.76",3.6,20.5,1.5
0,1,7,True,False,False,"0.0,0.0,1.0,1.5,4.2,3.0,6.3,18.9",0.75,16.6,4.5
0,2,13,True,False,False,"0.0,0.0,0.0,3.0,0.0,3.0,9.0,0.0",1.51,13.91,1.51
0,3,12,True,False,False,"0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0",2.01,9.51,4.51
0,4,13,True,False,False,"0.0,0.0,0.0,3.0,0.0,3.0,9.0,0.0",0.76,15.71,1.51
0,5,13,True,False,False,"0.0,0.0,0.0,3.0,0.0,3.0,9.0,0.0",6.31,14.51,1.51
0,6,13,True,False,False,"0.0,0.0,0.0,3.0,0.0,3.0,9.0,0.0",3.61,5.01,1.51
0,7,12,True,False,False,"0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0",4.86,9.51,4.51
0,8,6,True,False,False,"0.0,0.0,0.0,5.7,4.2,3.0,23.94,71.82",4.35,16.6,4.5
0,9,13,True,False,False,"0.0,0.0,0.0,3.0,0.0,3.0,9.0,0.0",4.86,9.51,1.51
0,10,1,True,False,False,"1.0,1.0,0.0,7.2,5.0,3.0,36.0,108.0",3.6,2.5,1.5
0,11,7,True,False,False,"0.0,0.0,1.0,1.5,1.2,3.0,1.8,5.4",0.75,13.9,1.5
0,12,8,True,False,False,"0.0,0.0,1.0,1.5,3.0,3.0,4.5,13.5",0.75,17.2,1.5
0,13,11,True,False,False,"0.0,0.0,0.0,1.0,5.0,3.0,5.0,15.0",2.0,12.0,1.5
0,14,12,True,False,False,"0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0",4.57,18.71,4.21
0,15,13,True,False,False,"0.0,0.0,0.0,0.8,0.0,2.1,1.7,0.0",2.01,14.51,1.21
0,16,13,True,False,False,"0.0,0.0,0.0,3.0,0.0,3.0,9.0,0.0",0.76,18.71,1.51
0,17,13,True,False,False,"0.0,0.0,0.0,3.0,0.0,3.0,9.0,0.0",1.51,16.43,4.21
0,18,12,True,False,False,"0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0",3.61,22.31,1.51
0,19,13,True,False,False,"0.0,0.0,0.0,3.0,0.0,3.0,9.0,0.0",2.01,14.51,4.51
0,20,11,True,False,False,"0.0,0.0,0.0,1.0,5.0,3.0,5.0,15.0",2.0,12.0,4.5
0,21,12,True,False,False,"0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0",0.76,9.51,4.51
0,22,9,True,False,False,"0.0,1.0,0.0,4.7,5.0,6.0,23.5,141.0",4.85,12.0,3.0
0,23,3,True,False,False,"0.0,0.0,0.0,3.9,4.2,3.0,16.38,49.14",3.45,16.6,1.5
0,24,0,True,False,False,"0.0,0.0,0.0,1.5,5.0,6.0,7.5,45.0",0.75,11.740909,3.204545
0,25,13,True,False,False,"0.0,0.0,0.0,0.8,0.0,2.1,1.7,0.0",0.76,9.51,1.21
0,26,13,True,False,False,"0.0,0.0,0.0,0.8,0.0,2.1,1.7,0.0",5.41,16.61,1.21
0,27,4,True,False,False,"0.0,0.0,1.0,1.8,4.2,3.0,7.56,22.68",6.3,16.6,1.5
0,28,13,True,False,False,"0.0,0.0,0.0,3.0,0.0,3.0,9.0,0.0",6.31,18.71,1.51
0,29,13,False,True,False,"0.0,0.0,0.0,3.0,0.0,3.0,9.0,0.0",3.46,18.71,1.51
0,30,13,False,True,False,"0.0,0.0,0.0,3.0,0.0,3.0,9.0,0.0",1.51,12.27,4.21
0,31,12,False,True,False,"0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0",0.76,18.71,4.51
0,32,13,False,False,True,"0.0,0.0,0.0,0.8,0.0,2.1,1.7,0.0",2.01,9.51,1.21
0,33,7,False,False,True,"0.0,0.0,1.0,1.5,1.2,3.0,1.8,5.4",0.75,15.1,1.5
0,34,2,False,False,True,"0.0,0.0,0.0,7.2,4.5,3.0,32.4,97.2",3.6,7.25,1.5
0,35,12,False,False,True,"0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0",3.61,0.01,1.51
0,36,13,False,False,True,"0.0,0.0,0.0,3.0,0.0,3.0,9.0,0.0",3.96,14.51,1.51
1,0,13,True,False,False,"0.0,0.0,0.0,3.0,0.0,3.0,9.0,0.0",5.91,9.51,1.56
1,1,3,True,False,False,"0.0,0.0,0.0,3.5,5.0,3.1,17.5,54.25",3.25,12.0,1.55
1,2,13,True,False,False,"0.0,0.0,0.0,3.0,0.0,3.0,9.0,0.0",3.13,9.51,1.87
1,3,12,True,False,False,"0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0",0.76,14.51,4.66
1,4,8,True,False,False,"0.0,0.0,1.0,1.5,3.0,3.1,4.5,13.95",0.75,16.0,1.55
1,5,7,True,False,False,"0.0,0.0,1.0,1.5,1.2,3.1,1.8,5.58",0.75,13.9,1.55
1,6,13,True,False,False,"0.0,0.0,0.0,3.0,0.0,3.0,9.0,0.0",2.06,9.51,4.66
1,7,4,True,False,False,"0.0,0.0,1.0,1.8,5.0,3.1,9.0,27.9",5.9,12.0,1.55
1,8,13,True,False,False,"0.0,0.0,0.0,3.0,0.0,3.0,9.0,0.0",3.13,14.51,1.87
1,9,12,True,False,False,"0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0",2.06,14.51,4.66
1,10,13,True,False,False,"0.0,0.0,0.0,3.0,0.0,3.0,9.0,0.0",1.51,7.26,4.66
1,11,7,True,False,False,"0.0,0.0,1.0,1.5,4.5,3.1,6.75,20.925",0.75,7.25,4.65
1,12,12,True,False,False,"0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0",0.76,17.51,1.56
1,13,12,True,False,False,"0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0",3.41,0.01,1.56
1,14,13,True,False,False,"0.0,0.0,0.0,3.0,0.0,3.0,9.0,0.0",1.51,12.27,4.35
1,15,0,True,False,False,"0.0,0.0,0.0,1.5,5.0,6.2,7.5,46.5",0.75,11.740909,3.311364
1,16,9,True,False,False,"0.0,0.0,1.0,6.8,3.0,3.1,20.4,63.24",4.15,16.0,1.55
1,17,11,True,False,False,"0.0,0.0,0.0,1.1,5.0,3.1,5.5,17.05",2.05,12.0,4.65
1,18,13,True,False,False,"0.0,0.0,0.0,3.0,0.0,3.0,9.0,0.0",3.03,5.01,1.87
1,19,13,True,False,False,"0.0,0.0,0.0,0.8,0.0,2.1,1.7,0.0",5.01,12.01,1.25
1,20,13,True,False,False,"0.0,0.0,0.0,3.0,0.0,3.0,9.0,0.0",2.61,12.01,4.66
1,21,13,True,False,False,"0.0,0.0,0.0,3.0,0.0,3.0,9.0,0.0",5.91,14.51,1.56
1,22,2,True,False,False,"0.0,0.0,0.0,6.8,4.5,3.1,30.6,94.86",3.4,7.25,1.55
1,23,13,True,False,False,"0.0,0.0,0.0,3.0,0.0,3.0,9.0,0.0",1.51,13.91,1.56
1,24,12,True,False,False,"0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0",4.77,14.51,4.35
1,25,13,True,False,False,"0.0,0.0,0.0,0.8,0.0,2.1,1.7,0.0",0.76,9.51,1.25
1,26,6,False,True,False,"0.0,0.0,0.0,4.2,5.0,3.1,21.0,65.1",4.7,12.0,4.65
1,27,1,False,True,False,"1.0,1.0,0.0,6.8,5.0,3.1,34.0,105.4",3.4,2.5,1.55
1,28,12,False,True,False,"0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0",0.76,5.01,4.66
1,29,12,False,False,True,"0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0",4.16,17.51,1.56
1,30,12,False,False,True,"0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0",4.16,5.01,4.66
1,31,13,False,False,True,"0.0,0.0,0.0,3.0,0.0,3.0,9.0,0.0",1.51,16.01,1.56
1,32,6,False,False,True,"0.0,0.0,0.0,5.3,4.5,3.1,23.85,73.935",4.15,7.25,4.65
2,0,11,True,False,False,"0.0,0.0,0.0,0.9,5.0,3.0,4.5,13.5",1.95,12.0,1.5
2,1,13,True,False,False,"0.0,0.0,0.0,0.8,0.0,2.1,1.7,0.0",1.96,9.51,1.21
2,2,13,True,False,False,"0.0,0.0,0.0,3.0,0.0,3.0,9.0,0.0",1.51,12.27,4.21
2,3,12,True,False,False,"0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0",4.56,9.51,4.51
2,4,2,True,False,False,"0.0,0.0,0.0,6.7,4.5,3.0,30.15,90.45",3.35,7.25,1.5
2,5,13,True,False,False,"0.0,0.0,0.0,3.0,0.0,3.0,9.0,0.0",0.76,18.71,1.51
2,6,13,True,False,False,"0.0,0.0,0.0,3.0,0.0,3.0,9.0,0.0",1.96,14.51,4.51
2,7,13,True,False,False,"0.0,0.0,0.0,3.0,0.0,3.0,9.0,0.0",3.21,18.71,1.51
2,8,12,True,False,False,"0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0",3.36,0.01,1.51
2,9,6,True,False,False,"0.0,0.0,0.0,5.2,4.2,3.0,21.84,65.52",4.1,16.6,4.5
