graph_id,src_id,dst_id,label,train_mask,val_mask,test_mask,feat
0,12,26,0,True,False,False,
0,12,26,0,True,False,False,
0,8,26,0,True,False,False,
0,8,26,0,True,False,False,
0,12,9,0,True,False,False,
0,12,9,0,True,False,False,
0,8,0,0,True,False,False,
0,8,0,0,True,False,False,
0,15,0,0,True,False,False,
0,15,0,0,True,False,False,
0,4,3,0,True,False,False,
0,4,3,0,True,False,False,
0,4,13,0,True,False,False,
0,4,13,0,True,False,False,
0,4,1,0,True,False,False,
0,4,1,0,True,False,False,
0,4,5,0,True,False,False,
0,4,5,0,True,False,False,
0,28,6,0,True,False,False,
0,28,6,0,True,False,False,
0,28,2,0,True,False,False,
0,28,2,0,True,False,False,
0,28,16,0,True,False,False,
0,28,16,0,True,False,False,
0,28,11,0,True,False,False,
0,28,11,0,True,False,False,
0,15,6,0,True,False,False,
0,15,6,0,True,False,False,
0,8,29,0,True,False,False,
0,8,29,0,True,False,False,
0,20,29,0,True,False,False,
0,20,29,0,True,False,False,
0,24,21,0,True,False,False,
0,24,21,0,True,False,False,
0,18,10,0,True,False,False,
0,18,10,0,True,False,False,
0,8,10,0,True,False,False,
0,8,10,0,True,False,False,
0,18,23,0,True,False,False,
0,18,23,0,True,False,False,
0,18,11,0,True,False,False,
0,18,11,0,True,False,False,
0,20,22,0,True,False,False,
0,20,22,0,True,False,False,
0,17,14,0,True,False,False,
0,17,14,0,True,False,False,
0,15,14,0,True,False,False,
0,15,14,0,True,False,False,
0,24,16,0,False,True,False,
0,24,16,0,False,True,False,
0,27,25,0,False,True,False,
0,27,25,0,False,True,False,
0,12,13,0,False,True,False,
0,12,13,0,False,True,False,
0,27,1,0,False,False,True,
0,27,1,0,False,False,True,
0,27,19,0,False,False,True,
0,27,19,0,False,False,True,
0,15,23,0,False,False,True,
0,15,23,0,False,False,True,
0,12,7,0,False,False,True,
0,12,7,0,False,False,True,
1,15,1,0,True,False,False,
1,15,1,0,True,False,False,
1,6,22,0,True,False,False,
1,6,22,0,True,False,False,
1,13,32,0,True,False,False,
1,13,32,0,True,False,False,
1,13,21,0,True,False,False,
1,13,21,0,True,False,False,
1,6,21,0,True,False,False,
1,6,21,0,True,False,False,
1,10,3,0,True,False,False,
1,10,3,0,True,False,False,
1,10,5,0,True,False,False,
1,10,5,0,True,False,False,
1,7,20,0,True,False,False,
1,7,20,0,True,False,False,
1,12,20,0,True,False,False,
1,12,20,0,True,False,False,
1,8,17,0,True,False,False,
1,8,17,0,True,False,False,
1,8,18,0,True,False,False,
1,8,18,0,True,False,False,
1,8,4,0,True,False,False,
1,8,4,0,True,False,False,
1,6,26,0,True,False,False,
1,6,26,0,True,False,False,
1,12,26,0,True,False,False,
1,12,26,0,True,False,False,
1,19,23,0,True,False,False,
1,19,23,0,True,False,False,
1,14,23,0,True,False,False,
1,14,23,0,True,False,False,
1,14,31,0,True,False,False,
1,14,31,0,True,False,False,
1,14,25,0,True,False,False,
1,14,25,0,True,False,False,
1,15,16,0,True,False,False,
1,15,16,0,True,False,False,
1,12,18,0,True,False,False,
1,12,18,0,True,False,False,
1,12,29,0,True,False,False,
1,12,29,0,True,False,False,
1,7,17,0,True,False,False,
1,7,17,0,True,False,False,
1,7,31,0,True,False,False,
1,7,31,0,True,False,False,
1,7,16,0,True,False,False,
1,7,16,0,True,False,False,
1,2,11,0,True,False,False,
1,2,11,0,True,False,False,
1,27,11,0,True,False,False,
1,27,11,0,True,False,False,
1,19,0,0,True,False,False,
1,19,0,0,True,False,False,
1,19,5,0,False,True,False,
1,19,5,0,False,True,False,
1,19,28,0,False,True,False,
1,19,28,0,False,True,False,
1,2,28,0,False,True,False,
1,2,28,0,False,True,False,
1,9,29,0,False,False,True,
1,9,29,0,False,False,True,
1,6,4,0,False,False,True,
1,6,4,0,False,False,True,
1,27,30,0,False,False,True,
1,27,30,0,False,False,True,
1,2,24,0,False,False,True,
1,2,24,0,False,False,True,
2,16,15,0,True,False,False,
2,16,15,0,True,False,False,
2,16,12,0,True,False,False,
2,16,12,0,True,False,False,
2,21,13,0,True,False,False,
2,21,13,0,True,False,False,
2,27,23,0,True,False,False,
2,27,23,0,True,False,False,
2,27,0,0,True,False,False,
2,27,0,0,True,False,False,
2,27,1,0,True,False,False,
2,27,1,0,True,False,False,
2,27,14,0,True,False,False,
2,27,14,0,True,False,False,
2,4,12,0,True,False,False,
2,4,12,0,True,False,False,
2,26,17,0,True,False,False,
2,26,17,0,True,False,False,
2,19,11,0,True,False,False,
2,19,11,0,True,False,False,
2,25,3,0,True,False,False,
2,25,3,0,True,False,False,
2,25,14,0,True,False,False,
2,25,14,0,True,False,False,
2,4,5,0,True,False,False,
2,4,5,0,True,False,False,
2,4,24,0,True,False,False,
2,4,24,0,True,False,False,
2,4,18,0,True,False,False,
2,4,18,0,True,False,False,
2,26,20,0,True,False,False,
2,26,20,0,True,False,False,
2,21,20,0,True,False,False,
2,21,20,0,True,False,False,
2,29,1,0,True,False,False,
2,29,1,0,True,False,False,
2,29,31,0,True,False,False,
2,29,31,0,True,False,False,
2,30,31,0,True,False,False,
2,30,31,0,True,False,False,
2,9,6,0,True,False,False,
2,9,6,0,True,False,False,
2,29,6,0,True,False,False,
2,29,6,0,True,False,False,
2,29,11,0,True,False,False,
2,29,11,0,True,False,False,
2,8,10,0,True,False,False,
2,8,10,0,True,False,False,
2,8,5,0,True,False,False,
2,8,5,0,True,False,False,
2,9,23,0,True,False,False,
2,9,23,0,True,False,False,
2,9,28,0,True,False,False,
2,9,28,0,True,False,False,
2,8,7,0,False,True,False,
2,8,7,0,False,True,False,
2,30,28,0,False,True,False,
2,30,28,0,False,True,False,
2,30,32,0,False,True,False,
2,30,32,0,False,True,False,
2,30,7,0,False,False,True,
2,30,7,0,False,False,True,
2,2,32,0,False,False,True,
2,2,32,0,False,False,True,
2,2,22,0,False,False,True,
2,2,22,0,False,False,True,
2,26,18,0,False,False,True,
2,26,18,0,False,False,True,
3,17,15,0,True,False,False,
3,17,15,0,True,False,False,
3,17,12,0,True,False,False,
3,17,12,0,True,False,False,
3,17,9,0,True,False,False,
3,17,9,0,True,False,False,
3,17,29,0,True,False,False,
3,17,29,0,True,False,False,
3,30,22,0,True,False,False,
3,30,22,0,True,False,False,
3,30,11,0,True,False,False,
3,30,11,0,True,False,False,
3,21,12,0,True,False,False,
3,21,12,0,True,False,False,
3,21,8,0,True,False,False,
3,21,8,0,True,False,False,
3,21,18,0,True,False,False,
3,21,18,0,True,False,False,
3,26,15,0,True,False,False,
3,26,15,0,True,False,False,
